"Category";"Aantal per 100.000 inwoners";"Aantal"
"Oldambt";0;0
"Oldebroek";21.2;5
"Oldenzaal";6.3;2
"Olst-Wijhe";0;0
"Ommen";11.2;2
"Oost Gelre";0;0
"Oosterhout";16.2;9
"Ooststellingwerf";0;0
"Oostzaan";20.5;2
"Opmeer";0;0
"Opsterland";6.7;2
"Oss";21.9;20
"Oude IJsselstreek";5.1;2
"Ouder-Amstel";21.6;3
"Oudewater";9.8;1
"Overbetuwe";18.9;9
"Papendrecht";0;0
"Peel en Maas";83.1;36
"Pekela";8.2;1
"Pijnacker-Nootdorp";20.2;11
"Purmerend";5;4
"Putten";8.3;2
"Raalte";8;3
"Reimerswaal";13.2;3
"Renkum";25.6;8
"Renswoude";0;0
"Reusel-De Mierden";0;0
"Rheden";6.9;3
"Rhenen";0;0
"Ridderkerk";2.2;1
"Rijssen-Holten";0;0
"Rijswijk";5.6;3
"Roerdalen";4.9;1
"Roermond";10.3;6
"Roosendaal";7.8;6
"Rotterdam";9;58
"Rozendaal";120.9;2
"Rucphen";4.4;1
"Schagen";10.7;5
"Scherpenzeel";0;0
"Schiedam";1.3;1
"Schiermonnikoog";0;0
"Schouwen-Duiveland";5.9;2
"Simpelveld";47.5;5
"Sint Anthonis";43.1;5
"Sint-Michielsgestel";34.5;10
"Sittard-Geleen";55;51
"Sliedrecht";4;1
"Sluis";8.6;2
"Smallingerland";5.4;3
"Soest";26;12
"Someren";15.5;3
"Son en Breugel";23.7;4
"Stadskanaal";0;0
"Staphorst";5.9;1
"Stede Broec";4.6;1
"Steenbergen";8;2
"Steenwijkerland";2.3;1
"Stein";16;4
"Stichtse Vecht";14;9
"Súdwest-Fryslân";2.2;2
"Terneuzen";5.5;3
"Terschelling";0;0
"Texel";0;0
"Teylingen";5.4;2
"Tholen";7.8;2
"Tiel";9.5;4
"Tilburg";43.7;95
"Tubbergen";4.7;1
"Twenterand";0;0
"Tynaarlo";8.9;3
"Tytsjerksteradiel";3.1;1
"Uden";126.8;53
"Uitgeest";0;0
"Uithoorn";3.4;1
"Urk";4.8;1
"Utrecht";19.6;69
"Utrechtse Heuvelrug";12.1;6
"Vaals";0;0
"Valkenburg aan de Geul";12.1;2
"Valkenswaard";3.2;1
"Veendam";0;0
"Veenendaal";1.5;1
"Veere";4.6;1
"Veldhoven";2.2;1
"Velsen";5.9;4
"Venlo";11.8;12
"Venray";2.3;1
"Vijfheerenlanden";7.2;4
"Vlaardingen";2.8;2
"Vlieland";0;0
"Vlissingen";9;4
"Voerendaal";24.1;3
"Voorschoten";3.9;1
"Voorst";4.1;1
"Vught";26.5;7
"Waadhoeke";0;0
"Waalre";11.6;2
"Waalwijk";24.9;12
"Waddinxveen";3.5;1
"Wageningen";2.6;1
"Wassenaar";11.4;3
"Waterland";23.1;4
"Weert";0;0
"Weesp";0;0
"West Betuwe";11.8;6
"West Maas en Waal";15.7;3
"Westerkwartier";1.6;1
"Westerveld";0;0
"Westervoort";0;0
"Westerwolde";0;0
"Westland";5.5;6
"Weststellingwerf";0;0
"Westvoorne";20.5;3
"Wierden";0;0
"Wijchen";19.5;8
"Wijdemeren";4.2;1
"Wijk bij Duurstede";16.8;4
"Winterswijk";0;0
"Woensdrecht";0;0
"Woerden";7.7;4
"Wormerland";0;0
"Woudenberg";15.2;2
"Zaanstad";1.3;2
"Zaltbommel";10.5;3
"Zandvoort";5.9;1
"Zeewolde";13.4;3
"Zeist";18.8;12
"Zevenaar";4.6;2
"Zoetermeer";0.8;1
"Zoeterwoude";0;0
"Zuidplas";0;0
"Zundert";27.8;6
"Zutphen";2.1;1
"Zwartewaterland";17.8;4
"Zwijndrecht";11.2;5
"Zwolle";9.4;12
